RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,3.330,4.580,0.00,3.890
OTHER,7.690,8.000,0.00,7.690
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,4.760,7.140,0.00,6.120
ASIA-PI,3.570,4.440,0.00,4.050
WHITE,22.14,19.70,0.00,20.86
BLACK,22.24,26.24,0.00,24.52
TOTAL,21.24,20.85,0.00,21.02
