RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,14.76,16.14,0.00,15.47
OTHER,13.33,3.850,0.00,7.320
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,21.74,17.65,0.00,18.64
ASIA-PI,17.14,21.95,0.00,19.74
WHITE,29.00,26.85,0.00,27.78
BLACK,23.96,27.61,0.00,26.07
TOTAL,25.69,24.99,0.00,25.25
