RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,14.16,20.00,0.00,16.89
OTHER,12.50,7.50,0.00,9.76
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,9.38,0.00,4.84
ASIA-PI,5.00,5.00,0.00,5.00
WHITE,22.97,21.71,100.0,22.36
BLACK,32.43,37.50,0.00,34.76
TOTAL,20.75,21.59,11.11,21.15
