RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,20.78,28.48,100.0,24.92
OTHER,30.00,35.29,0.00,33.33
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,15.79,11.11,100.0,14.89
ASIA-PI,7.69,18.75,0.00,15.56
WHITE,38.97,40.85,50.00,39.97
BLACK,32.81,35.75,0.00,34.38
TOTAL,35.28,37.76,75.00,36.66
