RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,8.04,7.55,20.00,7.99
OTHER,16.36,16.13,0.00,16.28
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,4.91,7.46,0.00,6.15
ASIA-PI,5.59,6.22,33.33,6.14
WHITE,18.99,21.03,0.00,20.03
BLACK,10.80,17.73,50.00,14.98
TOTAL,12.22,14.72,21.43,13.56
