RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,3.57,0.00,0.00,2.44
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,8.33,0.00,0.00,6.67
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,0.00,0.00,0.00,0.00
BLACK,0.91,0.36,0.00,0.77
TOTAL,1.02,0.34,0.00,0.84
