RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,11.11,12.90,0.00,12.00
OTHER,0.00,100.0,0.00,25.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,16.67,20.00,0.00,18.75
BLACK,9.920,14.20,0.00,12.35
TOTAL,10.04,14.17,0.00,12.35
