RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,5.48,5.66,50.00,6.25
OTHER,50.00,0.00,0.00,12.50
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,24.02,19.62,0.00,21.60
BLACK,13.84,16.42,0.00,15.32
TOTAL,16.56,16.95,33.33,16.79
