RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,9.570,5.830,0.00,7.800
OTHER,6.670,0.00,0.00,4.000
NATIVE-AM,0.00,25.00,0.00,20.00
HISP-LT,20.00,15.38,0.00,17.39
ASIA-PI,1.330,5.410,0.00,3.360
WHITE,28.52,28.21,0.00,28.35
BLACK,9.760,18.24,0.00,14.44
TOTAL,13.85,18.68,0.00,16.45
