RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,2.340,5.790,0.00,4.020
OTHER,3.920,8.220,0.00,6.450
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.950,4.760,0.00,3.160
ASIA-PI,0.00,5.710,0.00,3.230
WHITE,16.90,14.58,0.00,15.59
BLACK,10.13,14.78,0.00,12.96
TOTAL,10.55,13.52,0.00,12.29
