RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,5.63,2.50,0.00,3.95
OTHER,0.00,4.76,0.00,2.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,1.64,7.35,0.00,4.62
ASIA-PI,7.69,0.00,0.00,4.76
WHITE,17.48,15.54,0.00,16.41
BLACK,8.93,9.34,0.00,9.17
TOTAL,13.17,12.21,0.00,12.62
