RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,7.65,8.72,0.00,8.18
OTHER,0.00,8.33,0.00,4.76
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,3.70,5.71,0.00,4.84
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,21.19,18.49,0.00,19.75
BLACK,9.09,11.11,0.00,10.24
TOTAL,18.81,16.85,0.00,17.77
