RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,8.31,6.91,20.00,7.75
OTHER,9.09,10.64,0.00,9.89
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,4.55,12.16,0.00,8.54
ASIA-PI,6.74,5.81,0.00,6.25
WHITE,14.46,11.60,0.00,12.97
BLACK,10.46,12.97,0.00,11.84
TOTAL,12.25,11.03,10.00,11.62
