RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,3.770,7.140,0.00,4.940
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,16.42,11.84,0.00,14.01
BLACK,15.28,19.04,0.00,17.47
TOTAL,14.49,16.04,0.00,15.34
