RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,4.810,6.170,0.00,5.410
OTHER,0.00,22.22,0.00,9.760
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,7.690,0.00,4.000
ASIA-PI,18.18,8.000,0.00,12.77
WHITE,16.98,14.49,0.00,15.71
BLACK,15.74,23.02,0.00,19.57
TOTAL,14.73,14.66,0.00,14.69
