RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,15.38,14.55,0.00,14.81
OTHER,10.00,21.43,0.00,16.67
NATIVE-AM,100.0,0.00,0.00,100.0
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,4.55,0.00,2.33
WHITE,29.92,26.12,0.00,27.92
BLACK,28.57,30.58,0.00,29.76
TOTAL,27.86,26.09,0.00,26.87
