ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,39.81,35.20,0.00,37.42
2016 Primary,25.68,22.91,100.0,24.31
2016 Primary Runoff,13.37,10.34,0.00,11.78
2016 General,69.43,63.30,100.0,66.31
2018 Primary,21.50,16.78,0.00,19.08
2018 Primary Runoff,19.65,15.78,0.00,17.66
2018 General,61.54,57.84,0.00,59.56
