ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,100.0,0.00,100.0,0.00,46.60,9.09,45.25
2016 Primary,0.00,100.0,0.00,100.0,0.00,40.61,10.00,39.68
2016 Primary Runoff,0.00,0.00,0.00,0.00,0.00,14.04,0.00,13.06
2016 General,40.00,100.0,50.00,100.0,0.00,68.15,55.56,67.52
2018 Primary,14.29,83.33,0.00,0.00,0.00,35.56,11.76,34.28
2018 Primary Runoff,0.00,0.00,0.00,0.00,0.00,25.70,5.88,23.27
2018 General,28.57,66.67,33.33,0.00,50.00,65.68,50.00,63.37
