ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,48.23,42.08,0.00,45.19
2016 Primary,40.00,34.25,0.00,37.19
2016 Primary Runoff,24.78,18.72,0.00,21.83
2016 General,69.04,75.98,0.00,72.44
2018 Primary,31.88,27.39,0.00,29.79
2018 Primary Runoff,25.09,20.75,0.00,23.06
2018 General,59.27,65.08,0.00,62.05
