ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,0.00,0.00,0.00,0.00,50.00,60.00,49.49
2016 Primary,0.00,0.00,33.33,0.00,0.00,33.91,40.00,33.89
2016 Primary Runoff,0.00,0.00,0.00,0.00,0.00,7.29,0.00,7.07
2016 General,100.0,0.00,50.00,0.00,0.00,78.83,66.67,78.06
2018 Primary,0.00,0.00,0.00,0.00,0.00,32.79,15.38,31.58
2018 Primary Runoff,0.00,0.00,0.00,0.00,0.00,28.20,15.38,27.24
2018 General,100.0,50.00,33.33,0.00,0.00,74.92,33.33,72.62
