ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,40.65,40.40,0.00,40.52
2016 Primary,24.71,23.42,0.00,24.05
2016 Primary Runoff,9.32,7.16,0.00,8.22
2016 General,63.97,67.28,0.00,65.69
2018 Primary,20.49,17.56,0.00,18.99
2018 Primary Runoff,17.59,14.20,0.00,15.86
2018 General,53.96,58.22,100.0,56.13
