ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,50.00,15.38,0.00,66.67,43.16,23.53,41.76
2016 Primary,0.00,50.00,14.29,0.00,50.00,38.32,10.53,36.66
2016 Primary Runoff,0.00,0.00,0.00,0.00,0.00,12.21,0.00,11.13
2016 General,66.67,28.57,70.59,0.00,75.00,71.19,71.43,70.63
2018 Primary,0.00,28.57,29.41,0.00,0.00,29.35,5.88,27.54
2018 Primary Runoff,0.00,28.57,23.53,0.00,0.00,24.11,5.88,22.74
2018 General,0.00,33.33,68.75,0.00,66.67,68.56,35.00,65.42
