ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,20.00,17.24,0.00,0.00,0.00,43.49,22.45,41.40
2016 Primary,16.67,9.38,11.11,0.00,20.00,38.07,16.33,36.01
2016 Primary Runoff,0.00,3.12,0.00,0.00,0.00,19.26,6.12,17.96
2016 General,50.00,46.88,40.00,100.0,40.00,69.52,59.62,68.11
2018 Primary,0.00,11.11,0.00,0.00,0.00,29.19,6.48,26.38
2018 Primary Runoff,0.00,7.41,0.00,0.00,0.00,22.21,4.63,20.03
2018 General,25.00,57.14,53.33,0.00,42.86,61.37,39.25,59.20
