ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,40.81,41.06,0.00,40.88
2016 Primary,23.11,20.71,0.00,21.87
2016 Primary Runoff,12.24,10.54,0.00,11.37
2016 General,68.83,70.66,33.33,69.71
2018 Primary,30.32,26.96,0.00,28.56
2018 Primary Runoff,27.15,23.75,0.00,25.37
2018 General,64.65,64.52,50.00,64.57
