ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,18.52,37.86,12.50,0.00,17.50,49.48,26.60,44.57
2016 Primary,11.98,20.42,11.11,0.00,4.88,33.43,13.79,29.35
2016 Primary Runoff,1.80,0.70,0.00,0.00,0.00,13.56,4.43,11.17
2016 General,62.98,73.86,65.22,100.0,55.81,71.89,62.73,70.40
2018 Primary,25.29,31.01,12.50,0.00,11.90,34.91,14.50,31.92
2018 Primary Runoff,5.20,10.19,12.50,0.00,4.76,31.25,11.50,26.21
2018 General,58.47,73.01,44.00,25.00,48.89,72.09,56.48,69.32
