ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,36.53,36.46,0.00,36.49
2016 Primary,16.69,13.83,0.00,15.20
2016 Primary Runoff,11.51,8.94,0.00,10.17
2016 General,66.19,68.89,100.0,67.61
2018 Primary,21.02,18.37,0.00,19.62
2018 Primary Runoff,22.18,18.06,0.00,20.01
2018 General,63.19,62.60,0.00,62.88
