ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,40.07,42.08,0.00,41.12
2016 Primary,18.93,17.73,0.00,18.30
2016 Primary Runoff,12.59,9.03,0.00,10.72
2016 General,68.21,72.22,0.00,70.28
2018 Primary,24.96,24.81,0.00,24.89
2018 Primary Runoff,23.93,20.78,0.00,22.33
2018 General,67.49,69.26,0.00,68.39
