ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,17.05,30.85,22.39,0.00,22.45,40.56,28.21,35.88
2016 Primary,2.20,15.43,5.48,0.00,9.26,14.97,8.33,13.66
2016 Primary Runoff,4.40,1.08,1.37,0.00,1.85,9.28,3.45,6.54
2016 General,51.43,65.11,59.77,50.00,60.00,68.69,57.18,65.83
2018 Primary,10.71,26.32,9.71,16.67,10.91,22.35,8.15,20.68
2018 Primary Runoff,6.31,7.36,4.90,0.00,3.70,20.03,5.65,14.74
2018 General,58.33,66.76,47.27,57.14,60.38,61.39,40.68,59.81
