ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,37.67,38.54,0.00,38.11
2016 Primary,15.87,14.54,0.00,15.16
2016 Primary Runoff,8.59,6.35,0.00,7.40
2016 General,67.13,70.57,40.00,68.92
2018 Primary,17.42,17.98,0.00,17.70
2018 Primary Runoff,16.31,13.44,0.00,14.75
2018 General,59.28,59.88,33.33,59.57
