ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,27.03,27.01,25.00,27.01
2016 Primary,8.88,8.16,0.00,8.46
2016 Primary Runoff,3.47,2.53,0.00,2.93
2016 General,58.04,60.83,33.33,59.55
2018 Primary,13.82,13.12,0.00,13.42
2018 Primary Runoff,8.22,6.68,0.00,7.36
2018 General,48.48,53.45,0.00,51.18
