ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,13.25,26.67,23.81,100.0,11.63,33.83,20.09,30.40
2016 Primary,1.20,10.38,4.35,0.00,2.33,12.86,5.02,11.08
2016 Primary Runoff,2.41,0.77,4.35,0.00,2.33,7.75,0.91,5.98
2016 General,60.78,63.60,50.94,33.33,53.06,65.58,43.38,62.54
2018 Primary,13.86,16.61,5.88,0.00,16.67,19.91,7.28,17.65
2018 Primary Runoff,6.93,4.06,2.00,0.00,5.56,17.21,6.34,13.58
2018 General,40.37,57.80,35.85,20.00,44.74,59.83,32.52,55.36
