ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,43.97,45.16,33.33,44.57
2016 Primary,30.45,28.32,25.00,29.35
2016 Primary Runoff,11.70,10.69,0.00,11.17
2016 General,70.18,70.52,100.0,70.40
2018 Primary,33.84,30.17,0.00,31.92
2018 Primary Runoff,26.96,25.57,0.00,26.21
2018 General,69.49,69.21,50.00,69.32
