RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,0.00,5.260,0.00,2.940
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,17.95,14.53,0.00,16.16
BLACK,9.760,13.79,0.00,12.12
TOTAL,14.95,13.55,0.00,14.19
