RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,1.96,7.41,0.00,4.45
OTHER,7.41,0.00,0.00,2.56
NATIVE-AM,25.00,0.00,0.00,7.69
HISP-LT,1.49,1.21,0.00,1.33
ASIA-PI,6.40,2.76,0.00,4.44
WHITE,13.92,12.13,0.00,13.00
BLACK,2.12,2.97,0.00,2.58
TOTAL,6.04,5.20,0.00,5.58
