RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,6.32,4.62,0.00,5.45
OTHER,22.22,7.69,0.00,13.64
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,3.85,0.00,0.00,1.64
ASIA-PI,0.00,25.00,0.00,14.29
WHITE,17.00,13.73,0.00,15.27
BLACK,1.89,0.00,0.00,0.80
TOTAL,15.11,11.99,0.00,13.46
