RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,5.210,3.700,0.00,4.410
OTHER,25.00,0.00,0.00,6.670
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,18.64,14.07,0.00,15.92
BLACK,9.210,8.320,0.00,8.670
TOTAL,12.80,10.20,0.00,11.26
