RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,14.29,6.670,0.00,10.34
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,22.94,16.61,0.00,19.69
BLACK,0.00,0.00,0.00,0.00
TOTAL,22.53,16.08,0.00,19.21
