RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,2.380,2.130,0.00,2.260
OTHER,9.090,20.00,0.00,12.50
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,15.38,0.00,0.00,8.330
WHITE,12.80,11.49,0.00,12.11
BLACK,0.690,2.130,0.00,1.500
TOTAL,9.900,8.930,0.00,9.390
