RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,1.30,0.65,0.00,1.02
OTHER,0.00,2.94,0.00,1.72
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,1.30,0.00,0.64
WHITE,4.38,2.61,0.00,3.65
BLACK,0.93,1.94,50.00,1.57
TOTAL,2.32,1.88,7.14,2.16
