RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,8.00,10.64,0.00,9.28
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,8.70,4.17,0.00,6.38
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,26.46,23.05,0.00,24.68
BLACK,3.67,1.73,0.00,2.48
TOTAL,23.50,20.14,0.00,21.73
