RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,0.71,2.27,0.00,1.57
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,15.00,6.90,0.00,10.20
BLACK,2.34,3.07,0.00,2.74
TOTAL,2.31,3.01,0.00,2.70
