RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,6.000,5.410,0.00,5.750
OTHER,0.00,11.11,0.00,7.140
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,22.39,17.32,0.00,19.54
BLACK,1.630,2.470,0.00,2.190
TOTAL,16.61,12.44,0.00,14.19
