RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,6.11,5.88,0.00,5.98
OTHER,0.00,10.53,0.00,6.25
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,8.00,2.44,0.00,4.55
ASIA-PI,0.00,8.70,0.00,4.76
WHITE,20.25,15.77,0.00,17.80
BLACK,1.53,3.54,0.00,2.76
TOTAL,14.62,11.84,0.00,13.08
