RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,3.140,3.610,0.00,3.370
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,3.570,1.920,0.00,2.780
ASIA-PI,0.00,15.38,0.00,9.090
WHITE,20.17,16.23,0.00,18.04
BLACK,4.300,5.680,0.00,5.120
TOTAL,12.41,10.54,0.00,11.35
