RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,0.0,0.0,0.0,0.0
OTHER,0.0,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,1.75,3.28,0.0,2.54
ASIA-PI,0.0,12.5,0.0,7.69
WHITE,13.33,13.95,0.0,13.7
BLACK,0.76,1.62,0.0,1.27
TOTAL,1.65,2.57,0.0,2.18
