RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,5.0,5.88,0.0,5.41
OTHER,0.0,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0,0.0
WHITE,0.0,0.0,0.0,0.0
BLACK,2.82,6.06,0.0,4.71
TOTAL,3.16,5.6,0.0,4.55
