RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,3.70,0.00,0.00,2.50
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,15.67,12.15,0.00,13.80
BLACK,1.65,4.38,0.00,3.23
TOTAL,12.08,9.78,0.00,10.85
