RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,2.520,1.920,0.00,2.230
OTHER,3.620,2.770,0.00,3.150
NATIVE-AM,3.230,1.610,0.00,2.420
HISP-LT,1.760,0.130,0.00,0.860
ASIA-PI,2.360,2.360,0.00,2.360
WHITE,11.92,9.500,0.00,10.63
BLACK,1.620,2.020,0.00,1.860
TOTAL,7.750,6.080,0.00,6.830
