RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,0.0,1.3,0.0,0.65
OTHER,0.0,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0,0.0
WHITE,7.09,11.04,0.0,9.21
BLACK,1.51,1.77,0.0,1.62
TOTAL,2.36,3.22,0.0,2.79
