RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,2.330,1.680,0.00,2.030
OTHER,0.00,3.850,0.00,3.030
NATIVE-AM,33.33,0.00,0.00,25.00
HISP-LT,2.220,4.350,0.00,3.300
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,16.45,15.86,0.00,16.13
BLACK,6.530,8.140,0.00,7.450
TOTAL,10.82,11.18,0.00,11.02
