RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,3.410,2.330,0.00,2.920
OTHER,13.56,14.04,0.00,13.79
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,3.110,5.620,0.00,4.420
ASIA-PI,6.350,8.220,0.00,7.350
WHITE,17.27,16.12,0.00,16.68
BLACK,6.650,11.19,0.00,9.100
TOTAL,13.76,13.68,0.00,13.71
