RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,3.33,0.00,0.00,2.06
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,2.75,2.88,0.00,2.80
BLACK,4.26,0.00,0.00,2.52
TOTAL,2.89,1.26,0.00,2.25
