RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,2.540,1.830,0.00,2.210
OTHER,7.140,0.00,0.00,3.390
NATIVE-AM,25.00,0.00,0.00,14.29
HISP-LT,1.550,1.780,0.00,1.670
ASIA-PI,0.00,8.700,0.00,5.560
WHITE,19.06,15.14,25.00,16.94
BLACK,3.380,4.030,0.00,3.740
TOTAL,13.96,11.33,14.29,12.54
