RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,3.030,10.42,0.00,7.410
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,15.48,14.89,0.00,15.18
BLACK,12.50,0.00,0.00,6.060
TOTAL,13.82,13.06,0.00,13.42
