RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,2.890,1.180,0.00,2.070
OTHER,0.00,7.140,0.00,3.030
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.690,0.00,0.330
ASIA-PI,1.750,5.360,0.00,3.540
WHITE,19.22,17.85,0.00,18.47
BLACK,0.830,3.400,0.00,2.250
TOTAL,8.870,9.370,0.00,9.120
