RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,13.11,10.17,0.00,11.67
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,25.07,22.38,0.00,23.64
BLACK,0.00,6.45,0.00,3.51
TOTAL,21.72,19.69,0.00,20.65
