RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,7.23,11.25,0.00,9.15
OTHER,18.18,12.00,0.00,13.89
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,10.00,0.00,0.00,5.71
WHITE,18.71,19.17,0.00,18.97
BLACK,12.96,16.08,0.00,14.74
TOTAL,16.91,18.02,0.00,17.53
