RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,4.0,0.0,0.0,2.19
OTHER,0.0,0.0,0.0,0.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,0.0,0.0,0.0,0.0
ASIA-PI,0.0,0.0,0.0,0.0
WHITE,6.07,6.58,0.0,6.35
BLACK,4.0,9.92,0.0,7.36
TOTAL,4.4,8.33,0.0,6.56
