RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,11.54,10.71,0.0,11.11
OTHER,8.7,3.85,0.0,6.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,8.89,14.29,0.0,11.58
ASIA-PI,2.86,9.76,0.0,6.58
WHITE,23.23,21.65,100.0,22.45
BLACK,17.35,19.47,0.0,18.48
TOTAL,20.82,19.9,33.33,20.36
