RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,10.00,14.41,14.29,12.24
OTHER,12.12,17.24,0.00,14.52
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,13.33,14.29,0.00,13.95
ASIA-PI,8.70,8.57,0.00,8.63
WHITE,23.63,22.39,0.00,22.96
BLACK,15.52,12.12,0.00,13.71
TOTAL,20.87,20.22,9.09,20.49
