RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,6.18,5.75,0.00,5.95
OTHER,0.00,4.35,0.00,2.44
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,6.90,2.78,0.00,4.62
ASIA-PI,8.33,4.55,0.00,6.52
WHITE,26.88,22.62,0.00,24.66
BLACK,4.92,5.03,0.00,4.97
TOTAL,14.56,12.16,0.00,13.26
