RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,4.170,4.350,0.00,4.260
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,18.52,14.74,0.00,16.44
BLACK,0.00,0.00,0.00,0.00
TOTAL,16.40,13.49,0.00,14.82
