RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,9.09,4.08,0.00,6.73
OTHER,0.00,9.09,0.00,5.88
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,0.00,0.00,0.00
ASIA-PI,11.11,0.00,0.00,4.76
WHITE,13.38,15.77,0.00,14.70
BLACK,6.42,9.23,0.00,7.95
TOTAL,11.31,13.25,0.00,12.37
