RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,4.69,5.41,11.11,5.20
OTHER,4.08,3.28,0.00,3.64
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,1.37,1.89,0.00,1.68
ASIA-PI,0.00,6.06,0.00,3.17
WHITE,19.80,17.19,0.00,18.38
BLACK,3.91,4.64,0.00,4.34
TOTAL,8.78,7.89,5.56,8.26
